news_id,source,category,title,content,pub_date,ai_summary,is_summarized,created_at
https://news.google.com/rss/articles/CBMiT0FVX3lxTE1PUWp0ekZQV3NsN3RiM1hNdEF3Y1hZWkI1S2JvVzE5ajVwQ0dTcXh2bGVkMXhVckV3U2ZnRTNVdk04MzRnTlFONjVKdEZXa1E?oc=5,google_news_it_rss,IT,"""북한인인 줄도 몰랐다""⋯美 연방정부까지 뚫은 北 IT 인력 - v.daum.net","""북한인인 줄도 몰랐다""⋯美 연방정부까지 뚫은 北 IT 인력 v.daum.net",2026-08-11,,0,2026-08-13 10:13:26
https://news.google.com/rss/articles/CBMiW0FVX3lxTE5IZFZUR1hiZU1DbUNsU0VzQllsQTN1ODdUWHR5U3VORjNReG5IMkNDS2FpSVJ4X2YxSkR4d1djWXBrNk9qWkUwaG01OTZBNHJxYk1wZXo5YnZPOUHSAWBBVV95cUxPb1RlT1RCZHNIbzZEZ091cWo5NlZGbW9tVjBRWmFZUmMwd1RNUlJtN3YzbTFnTFg3dTl2WkotX1dwYkVGNVhfdjROWVRYWUkzY2hWZWhSR29zZGxNSUVXRHM?oc=5,google_news_it_rss,IT,"FBI, '美연방정부기관 위장취업' 北원격 IT 근로자 적발 - 연합뉴스","FBI, '美연방정부기관 위장취업' 北원격 IT 근로자 적발 연합뉴스",2026-08-11,,0,2026-08-13 10:13:26
https://news.google.com/rss/articles/CBMiWkFVX3lxTE1oZ1h3M1UyWENVb190SkJvZHBmVDZnenpUSGxFSy1xSVJpZExoRmpoV29VMmt0WEdfa1ZBaHBmblZMT1Z1eHJwWGJyWmFQaXIwZGpZZXRDWXVfQQ?oc=5,google_news_it_rss,IT,"""공부만 열심히 하면 될 줄""…잘 나가던 'IT 강국'에 무슨 일이 - 한국경제","""공부만 열심히 하면 될 줄""…잘 나가던 'IT 강국'에 무슨 일이 한국경제",2026-08-11,,0,2026-08-13 10:13:26
https://news.google.com/rss/articles/CBMiYEFVX3lxTFBJRjZaTjNzR0pFVnhjRUhyMXpiNlo3b3Q0WEhLdUxFMHlud2JLdEIxSHdLRXhqemJvWkU1NjRDQzBfbVNuZWRCSkpUVG5PSVpBcUhERHpEcnk5T1Q4VTRtQtIBYEFVX3lxTFBJRjZaTjNzR0pFVnhjRUhyMXpiNlo3b3Q0WEhLdUxFMHlud2JLdEIxSHdLRXhqemJvWkU1NjRDQzBfbVNuZWRCSkpUVG5PSVpBcUhERHpEcnk5T1Q4VTRtQg?oc=5,google_news_it_rss,IT,美 정부도 뚫렸다…'위장취업' 북한 IT인력 적발 - 연합뉴스,美 정부도 뚫렸다…'위장취업' 북한 IT인력 적발 연합뉴스,2026-08-11,,0,2026-08-13 10:13:26
https://news.google.com/rss/articles/CBMiZ0FVX3lxTE8tUUpXczdZemdFRlpOLThPQWN0dS1uZWh1d2szcl8wdDBkUTVLRkktVEZnTzlHTUI0eXZqVTJVT29EbEdObWhPbE02T0lYRHhRR01NaU9EbXhTTWJ5UVhLeVdDYy1TTVE?oc=5,google_news_it_rss,IT,"FBI, ’연방정부기관 위장취업’ 북한 원격 IT 근로자 적발 - 연합뉴스TV","FBI, ’연방정부기관 위장취업’ 북한 원격 IT 근로자 적발 연합뉴스TV",2026-08-11,,0,2026-08-13 10:13:26
https://news.google.com/rss/articles/CBMiT0FVX3lxTE11UWdSUS1MbHVOZWJCMFQ0YXJ2a1NLb1JNMlE0RGFMdXFYMklTUElSNjQwTGpiUGgzOFVoQ2hILXV0MnVzaEpHZFd5STllajg?oc=5,google_news_it_rss,IT,"'IT 통합교섭 추진' 네이버 노조 ""16개 법인 매년 1천시간 소모""(종합2보) - v.daum.net","'IT 통합교섭 추진' 네이버 노조 ""16개 법인 매년 1천시간 소모""(종합2보) v.daum.net",2026-08-12,,0,2026-08-13 10:13:26
https://news.google.com/rss/articles/CBMiTkFVX3lxTE12LWVLZl9OWklQQU13RDRvZmZJbFlGa0RoTUVPbXlhbkl5X3p1NmcyZkJ6RGJ5VXpJVFNuMGxrckJBS0YyRUJSUWJYSVZsZw?oc=5,google_news_it_rss,IT,"유비리서치, “IT용 OLED 경쟁, 열쇠는 '원가 경쟁력'” - 전자신문","유비리서치, “IT용 OLED 경쟁, 열쇠는 '원가 경쟁력'” 전자신문",2026-08-12,,0,2026-08-13 10:13:26
https://news.google.com/rss/articles/CBMiUkFVX3lxTE1HLVVvS1R4T1ZlRzlPcDFRSWZXUGNTb2RpMTdJckUwWTRhckdydERCcTUwR2dKQU0zbzZTR0pHdzloblBKM3JDekZRb2JIMkQyZ0HSAVNBVV95cUxNT2RvV0J3WTl1MU9pZl9CVDdJdk9oQlNNSWlBWldFeFVBY3pYRm82RVp0WGlndEFxeWdheHQ2RHo0TUhDemdrdWRRYVV4Mlk5eGRzOA?oc=5,google_news_it_rss,IT,"네이버, IT업계 첫 경총 가입…노조는 계열사 통합교섭 추진 - 서울경제","네이버, IT업계 첫 경총 가입…노조는 계열사 통합교섭 추진 서울경제",2026-08-12,,0,2026-08-13 10:13:26
https://news.google.com/rss/articles/CBMiUkFVX3lxTFAtYmszZEpUclVDVjQwZlNMNmIwZmpJQXMxaTBkWk5XbWRhQmpuNm5DUUtEMWlGS1JZOUJsLXVEQ2VDU2ppblNkQUNaaFBYbU13UkHSAVNBVV95cUxNRXNwR0ZMOVlhWTdRQXJyZ1h5ODNaX1NwZnpRbVlYQVhRZVYtLWlhREdkcDBscFVib0E4V2hhd3ByYVBkbEM3ZjVkN1p0SzR4RlQzOA?oc=5,google_news_it_rss,IT,현대차 회장이 직접 코딩 공부한 이유…“IT기업보다 더 IT기업 같게” [biz-플러스] - 서울경제,현대차 회장이 직접 코딩 공부한 이유…“IT기업보다 더 IT기업 같게” [biz-플러스] 서울경제,2026-08-12,,0,2026-08-13 10:13:26
https://news.google.com/rss/articles/CBMiVEFVX3lxTE5BbUVVRUd4WUtFT3JvWDJRaXZZcXV2OU9XS2g1RndpT3R5ZE9UeXJBWG1vWm9iaXF5OHZ4NFFoVmQzTGU2dWctZm5EVHhvRzVpV3FLRg?oc=5,google_news_it_rss,IT,'통합교섭' 시동 네이버...IT 업계 '경총' 가입 - 이투데이,'통합교섭' 시동 네이버...IT 업계 '경총' 가입 이투데이,2026-08-12,,0,2026-08-13 10:13:26
https://news.google.com/rss/articles/CBMiVkFVX3lxTE1KSXJoX3l0X0xaSzdzUVVHYTRPaHhlOUxVSTJXb211Ri1pamp4RzhjTjBsTUxlT0RsUGRsRERlMGlOaEJNTU1mdVRBbm1oaWxmS0pMT3RB?oc=5,google_news_it_rss,IT,삼성·LGD 새 성장축은 'IT'…애플 맥북·아이맥 OLED 적용 기대 - 지디넷코리아,삼성·LGD 새 성장축은 'IT'…애플 맥북·아이맥 OLED 적용 기대 지디넷코리아,2026-08-12,,0,2026-08-13 10:13:26
https://news.google.com/rss/articles/CBMiWkFVX3lxTE1hQmdteTJ5MUtTVHJBRUV2VE1vVXBLNTdzVWFUMWtCZHY5NzdOdC1Da3NWQ3VyQWdCSWVNUnpockVjV3BtS2lRMXltY2VHdlJRUDB2NFZHV0VEdw?oc=5,google_news_it_rss,IT,"""물풍선 추억도 안녕""…아듀! 크레이지 아케이드[1일IT템] - 파이낸셜뉴스","""물풍선 추억도 안녕""…아듀! 크레이지 아케이드[1일IT템] 파이낸셜뉴스",2026-08-12,,0,2026-08-13 10:13:26
https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1teUhCOWdnSFNNTzgxcnVjV1FWaXZ6Z3FEaHByRjBlT0ZYLWVJYnFRX0MyZ1pMRjlPeHBqczEtam5aVGtIaURfOW1ONjhjUFF5TUwwejRRT0NydU03MnZSZTlLbnlET0E?oc=5,google_news_it_rss,IT,"네이버 노조, IT 통합교섭 공식화 ""16개 법인 매년 1천 시간 소모"" - 연합뉴스TV","네이버 노조, IT 통합교섭 공식화 ""16개 법인 매년 1천 시간 소모"" 연합뉴스TV",2026-08-12,,0,2026-08-13 10:13:26
https://news.google.com/rss/articles/CBMiZ0FVX3lxTE8zX2hyUEFMNnV3dGZ0NGlZT1NERng4a2JiUUxEY2hiZDBZZGR3ektBdXlfWG03cHRRcXdMVFdkMXJYQXcxMnlrT0EzeXNLUE1SWUl2aEZDSDRrOENTREtwVk4yai03R3fSAWxBVV95cUxNNVFsTnNFRWdwSkl3TUh6akJlUWZWVDFFQ2wwNnJNYm4wc0xUZG9HRWpTeEt5N2dyMjlMN1RDTUJQQnhWdVZhdm9wVFZrM1RKb3FwWXBPZ2Z6cHdha3RsNjZRRHJKSkhQaEhqdVo?oc=5,google_news_it_rss,IT,"메모리 떠났던 인텔 돌아오나…""이석희 영입 보면 알 것"" [IT썰] - 머니투데이 - 머니투데이","메모리 떠났던 인텔 돌아오나…""이석희 영입 보면 알 것"" [IT썰] - 머니투데이 머니투데이",2026-08-12,,0,2026-08-13 10:13:26
https://news.google.com/rss/articles/CBMiZEFVX3lxTFBHVDQxQTEtYTktcDlnWG1LSVA4dHZsWjVfSURBSnJQODJsczl5S2MwNGpyV2hReHN0VFlHSjJUSUM5SjRyNUx3WHVoVXA5ZTRyTGIwWVc5WVhGMXFEWHZYQ1kzR04?oc=5,google_news_it_rss,IT,"웅진IT, 우리금융에프앤아이 NPL 시스템 구축 - 매일일보","웅진IT, 우리금융에프앤아이 NPL 시스템 구축 매일일보",2026-08-12,,0,2026-08-13 10:13:26
https://news.google.com/rss/articles/CBMiaEFVX3lxTE5MdUdCOE9aVTZVR3BOOXVJVXUzcW5JejBPamNhNHh4a25lZjdNYVlRT2Q4MWtURmE0SDJxZDJRcU1QOVBYUDhlYVA5Qkx6d2RRdEtYMGNfb09LOUtSSWFjTVp3VGF4UHpD?oc=5,google_news_it_rss,IT,美연방정부서 일한 북한 IT인력…FBI도 어리둥절 - 머니투데이,"美연방정부서 일한 북한 IT인력…FBI도 어리둥절 머니투데이 FBI, '美연방정부기관 위장취업' 北원격 IT 근로자 적발 연합뉴스 北 ‘가짜 IT 인력’ 美 연방정부까지… FBI 적발 [오늘의world+] v.daum.net",2026-08-12,,0,2026-08-13 10:13:26
https://news.google.com/rss/articles/CBMic0FVX3lxTE5iNG1KRGRVMDU4T01DaWl2cVg3SW5kWE1IbGp2b1ZZWk9GTnB0THFCZkNWM19QM2ZIaWNacDl0aXBvM1E0S1k3SGpGYlE0WTFGcFVCLVVfNDNNZVhSTjlFaDMyMDVaLTh2Zzd4QUxIWDE5TTg?oc=5,google_news_it_rss,IT,AI가 삼킨 일자리…인도 IT 600만 고용 신화 흔들린다 - 마켓인,AI가 삼킨 일자리…인도 IT 600만 고용 신화 흔들린다 마켓인,2026-08-12,,0,2026-08-13 10:13:26
https://news.google.com/rss/articles/CBMidEFVX3lxTE1PZmhzRzFwMFF6bnZhODZGWTItRTZtZnVIdWF2MlpDdGVoY3Qya3YtYWpTTHRNWDlCT3ZVdWZCRmZYVG44M0dqT3Nqc0NRMTVNT2tMZ3lhMW1MZC1ON25aNENxN3ZGMzBxcmd4TFFFV1A3a2FB?oc=5,google_news_it_rss,IT,[현대차그룹 AX 성과] “IT기업보다 IT기업 같은 회사” 정의선 미션 수행 박차 - 대한경제,[현대차그룹 AX 성과] “IT기업보다 IT기업 같은 회사” 정의선 미션 수행 박차 대한경제,2026-08-12,,0,2026-08-13 10:13:26
https://news.google.com/rss/articles/CBMif0FVX3lxTE9VMnVVUk1mN2Njb0FXZVBVemxGb2lxQ1JGaUcyeW01aENWTkVoaWczRkRHZWxPMkNHMUlCQk1kMktSVEIzcGZHQlhMRF8yRzRVdUQ4cmxiMUM2eUZXb2ZTYU9LX0o5OFVjR3ItYVZwcWpuZXQxSHIxN3dZbkEyLXM?oc=5,google_news_it_rss,IT,"“계열사별 교섭, 연 150회·1000시간 소모”…네이버 노조, IT 통합교섭 요구 - 글로벌이코노믹","“계열사별 교섭, 연 150회·1000시간 소모”…네이버 노조, IT 통합교섭 요구 글로벌이코노믹",2026-08-12,,0,2026-08-13 10:13:26
